sample_uid	sample_token	gse_id	cancer_type	candidate_policy	input_cells	candidate_cells	reference_cells	infercnv_status	infercnv_output_rows	copykat_status	copykat_output_rows	mapped_cells	unmapped_cells	duplicate_or_conflict_cells
GSE178341|GSE178341__C105_T_1_1_0_c1_v2	GSE178341_GSE178341__C105_T_1_1_0_c1_v2_89cfcd798fc8	GSE178341	Colorectal cancer	epithelial_solid_default	1310	632	495	success	632	success	632	1310	0	0
GSE178341|GSE178341__C105_T_1_1_3_c1_v2	GSE178341_GSE178341__C105_T_1_1_3_c1_v2_f66dab867307	GSE178341	Colorectal cancer	epithelial_solid_default	695	36	516	success	36	skipped_insufficient_cells	0	695	0	0
GSE178341|GSE178341__C106_N_1_1_0_c1_v2	GSE178341_GSE178341__C106_N_1_1_0_c1_v2_67bf59e5bdd7	GSE178341	Colorectal cancer	epithelial_solid_default	505	282	138	success	282	success	282	505	0	0
GSE178341|GSE178341__C106_N_1_1_3_c1_v2	GSE178341_GSE178341__C106_N_1_1_3_c1_v2_2f1bc20bfd1c	GSE178341	Colorectal cancer	epithelial_solid_default	85	7	51	skipped_insufficient_cells	0	skipped_insufficient_cells	0	85	0	0
GSE178341|GSE178341__C106_T_1_1_0_c1_v2	GSE178341_GSE178341__C106_T_1_1_0_c1_v2_fffeaa9dc2d1	GSE178341	Colorectal cancer	epithelial_solid_default	684	308	323	success	308	success	308	684	0	0
GSE178341|GSE178341__C106_T_1_1_3_c1_v2	GSE178341_GSE178341__C106_T_1_1_3_c1_v2_28a23642d2ce	GSE178341	Colorectal cancer	epithelial_solid_default	396	58	298	success	58	skipped_insufficient_cells	0	396	0	0
GSE178341|GSE178341__C107_N_1_1_0_c1_v2	GSE178341_GSE178341__C107_N_1_1_0_c1_v2_1657d74ad689	GSE178341	Colorectal cancer	epithelial_solid_default	881	379	381	success	379	success	379	881	0	0
GSE178341|GSE178341__C107_T_1_1_0_c1_v2	GSE178341_GSE178341__C107_T_1_1_0_c1_v2_9d1ba98ffb5c	GSE178341	Colorectal cancer	epithelial_solid_default	1952	1055	793	success	1055	success	1055	1952	0	0
GSE178341|GSE178341__C107_T_1_1_1_c1_v2	GSE178341_GSE178341__C107_T_1_1_1_c1_v2_90c1a2518c25	GSE178341	Colorectal cancer	epithelial_solid_default	861	233	509	success	233	success	233	861	0	0
GSE178341|GSE178341__C107_T_1_1_3_c1_v2	GSE178341_GSE178341__C107_T_1_1_3_c1_v2_ef91f86c6516	GSE178341	Colorectal cancer	epithelial_solid_default	1043	12	954	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1043	0	0
GSE178341|GSE178341__C109_N_0_1_0_c1_v2	GSE178341_GSE178341__C109_N_0_1_0_c1_v2_83af0673d3eb	GSE178341	Colorectal cancer	epithelial_solid_default	941	525	184	success	525	success	525	941	0	0
GSE178341|GSE178341__C109_T_0_1_0_c1_v2	GSE178341_GSE178341__C109_T_0_1_0_c1_v2_6735c1af0b75	GSE178341	Colorectal cancer	epithelial_solid_default	810	626	123	success	626	success	626	810	0	0
GSE178341|GSE178341__C109_T_0_1_1_c1_v2	GSE178341_GSE178341__C109_T_0_1_1_c1_v2_8ebbfa8be3bd	GSE178341	Colorectal cancer	epithelial_solid_default	351	106	208	success	106	skipped_insufficient_cells	0	351	0	0
GSE178341|GSE178341__C110_N_1_1_0_c1_v2	GSE178341_GSE178341__C110_N_1_1_0_c1_v2_28e5cf50e2bc	GSE178341	Colorectal cancer	epithelial_solid_default	1484	17	1351	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1484	0	0
GSE178341|GSE178341__C110_T_1_1_0_c1_v2	GSE178341_GSE178341__C110_T_1_1_0_c1_v2_0299d90e083e	GSE178341	Colorectal cancer	epithelial_solid_default	773	217	464	success	217	success	217	773	0	0
GSE178341|GSE178341__C110_T_1_1_1_c1_v2	GSE178341_GSE178341__C110_T_1_1_1_c1_v2_3e48c624041a	GSE178341	Colorectal cancer	epithelial_solid_default	967	209	613	success	209	success	209	967	0	0
GSE178341|GSE178341__C111_N_0_2_0_c1_v2	GSE178341_GSE178341__C111_N_0_2_0_c1_v2_b075b3d92cc3	GSE178341	Colorectal cancer	epithelial_solid_default	554	21	419	skipped_insufficient_cells	0	skipped_insufficient_cells	0	554	0	0
GSE178341|GSE178341__C111_N_0_2_1_c1_v2	GSE178341_GSE178341__C111_N_0_2_1_c1_v2_9c686156cfa8	GSE178341	Colorectal cancer	epithelial_solid_default	888	16	620	skipped_insufficient_cells	0	skipped_insufficient_cells	0	888	0	0
GSE178341|GSE178341__C111_T_0_2_0_c1_v2	GSE178341_GSE178341__C111_T_0_2_0_c1_v2_83728c80e432	GSE178341	Colorectal cancer	epithelial_solid_default	746	159	388	success	159	skipped_insufficient_cells	0	746	0	0
GSE178341|GSE178341__C111_T_0_2_0_c2_v2	GSE178341_GSE178341__C111_T_0_2_0_c2_v2_05685417b934	GSE178341	Colorectal cancer	epithelial_solid_default	144	42	84	success	42	skipped_insufficient_cells	0	144	0	0
GSE178341|GSE178341__C111_T_0_2_1_c1_v2	GSE178341_GSE178341__C111_T_0_2_1_c1_v2_96d6d20c807c	GSE178341	Colorectal cancer	epithelial_solid_default	430	39	267	success	39	skipped_insufficient_cells	0	430	0	0
GSE178341|GSE178341__C112_N_0_1_2_c1_v2	GSE178341_GSE178341__C112_N_0_1_2_c1_v2_179c6872fb1c	GSE178341	Colorectal cancer	epithelial_solid_default	1150	66	809	success	66	skipped_insufficient_cells	0	1150	0	0
GSE178341|GSE178341__C112_T_0_1_0_c1_v2	GSE178341_GSE178341__C112_T_0_1_0_c1_v2_85faaeae9880	GSE178341	Colorectal cancer	epithelial_solid_default	1905	984	709	success	984	success	984	1905	0	0
GSE178341|GSE178341__C112_T_0_1_1_c1_v2	GSE178341_GSE178341__C112_T_0_1_1_c1_v2_00eb5859b2c6	GSE178341	Colorectal cancer	epithelial_solid_default	1044	98	776	success	98	skipped_insufficient_cells	0	1044	0	0
GSE178341|GSE178341__C113_N_1_1_0_c1_v2	GSE178341_GSE178341__C113_N_1_1_0_c1_v2_61f81c0545c9	GSE178341	Colorectal cancer	epithelial_solid_default	230	62	123	success	62	skipped_insufficient_cells	0	230	0	0
GSE178341|GSE178341__C113_T_1_1_0_c1_v2	GSE178341_GSE178341__C113_T_1_1_0_c1_v2_6c5cff9988a1	GSE178341	Colorectal cancer	epithelial_solid_default	1217	639	539	success	639	success	639	1217	0	0
GSE178341|GSE178341__C113_T_1_1_1_c1_v2	GSE178341_GSE178341__C113_T_1_1_1_c1_v2_43bd3d510735	GSE178341	Colorectal cancer	epithelial_solid_default	1053	601	395	success	601	success	601	1053	0	0
GSE178341|GSE178341__C114_N_1_1_2_c1_v2	GSE178341_GSE178341__C114_N_1_1_2_c1_v2_dbe75fa1291b	GSE178341	Colorectal cancer	epithelial_solid_default	993	59	830	success	59	skipped_insufficient_cells	0	993	0	0
GSE178341|GSE178341__C114_T_1_1_0_c1_v2	GSE178341_GSE178341__C114_T_1_1_0_c1_v2_569db58136aa	GSE178341	Colorectal cancer	epithelial_solid_default	652	294	317	success	294	success	294	652	0	0
GSE178341|GSE178341__C114_T_1_1_1_c1_v2	GSE178341_GSE178341__C114_T_1_1_1_c1_v2_73b700e24fc2	GSE178341	Colorectal cancer	epithelial_solid_default	795	321	403	success	321	success	321	795	0	0
GSE178341|GSE178341__C115_N_1_1_2_c1_v2	GSE178341_GSE178341__C115_N_1_1_2_c1_v2_f9795f46f125	GSE178341	Colorectal cancer	epithelial_solid_default	405	24	317	skipped_insufficient_cells	0	skipped_insufficient_cells	0	405	0	0
GSE178341|GSE178341__C115_T_1_1_1_c1_v2	GSE178341_GSE178341__C115_T_1_1_1_c1_v2_13ed8dcb560a	GSE178341	Colorectal cancer	epithelial_solid_default	46	1	39	skipped_insufficient_cells	0	skipped_insufficient_cells	0	46	0	0
GSE178341|GSE178341__C115_T_1_1_2_c1_v2	GSE178341_GSE178341__C115_T_1_1_2_c1_v2_4c8832c4be9d	GSE178341	Colorectal cancer	epithelial_solid_default	502	196	231	success	196	skipped_insufficient_cells	0	502	0	0
GSE178341|GSE178341__C116_N_0_2_2_c1_v2	GSE178341_GSE178341__C116_N_0_2_2_c1_v2_f81b69761bcd	GSE178341	Colorectal cancer	epithelial_solid_default	1038	437	534	success	437	success	437	1038	0	0
GSE178341|GSE178341__C116_T_0_2_0_c1_v2	GSE178341_GSE178341__C116_T_0_2_0_c1_v2_55b85a58985d	GSE178341	Colorectal cancer	epithelial_solid_default	521	22	484	skipped_insufficient_cells	0	skipped_insufficient_cells	0	521	0	0
GSE178341|GSE178341__C116_T_0_2_1_c1_v2	GSE178341_GSE178341__C116_T_0_2_1_c1_v2_63c5be2241cd	GSE178341	Colorectal cancer	epithelial_solid_default	610	95	470	success	95	skipped_insufficient_cells	0	610	0	0
GSE178341|GSE178341__C116_T_0_2_2_c1_v2	GSE178341_GSE178341__C116_T_0_2_2_c1_v2_42cc1f48ea76	GSE178341	Colorectal cancer	epithelial_solid_default	612	126	454	success	126	skipped_insufficient_cells	0	612	0	0
GSE178341|GSE178341__C118_T_1_1_1_c1_v2	GSE178341_GSE178341__C118_T_1_1_1_c1_v2_397f17d423d4	GSE178341	Colorectal cancer	epithelial_solid_default	892	157	655	success	157	skipped_insufficient_cells	0	892	0	0
GSE178341|GSE178341__C118_T_1_1_2_c1_v2	GSE178341_GSE178341__C118_T_1_1_2_c1_v2_2b9df4fabbda	GSE178341	Colorectal cancer	epithelial_solid_default	925	293	565	success	293	success	293	925	0	0
GSE178341|GSE178341__C119_N_0_2_0_c1_v2	GSE178341_GSE178341__C119_N_0_2_0_c1_v2_91c75a2348f8	GSE178341	Colorectal cancer	epithelial_solid_default	26	7	16	skipped_insufficient_cells	0	skipped_insufficient_cells	0	26	0	0
GSE178341|GSE178341__C119_T_0_2_0_c1_v2	GSE178341_GSE178341__C119_T_0_2_0_c1_v2_0027c4b0642e	GSE178341	Colorectal cancer	epithelial_solid_default	1003	594	362	success	594	success	594	1003	0	0
GSE178341|GSE178341__C122_N_1_1_0_c1_v2	GSE178341_GSE178341__C122_N_1_1_0_c1_v2_9412c4daab93	GSE178341	Colorectal cancer	epithelial_solid_default	777	384	260	success	384	success	384	777	0	0
GSE178341|GSE178341__C122_N_1_1_1_c1_v2	GSE178341_GSE178341__C122_N_1_1_1_c1_v2_0aa2835bd102	GSE178341	Colorectal cancer	epithelial_solid_default	925	468	329	success	468	success	468	925	0	0
GSE178341|GSE178341__C122_T_1_1_0_c1_v2	GSE178341_GSE178341__C122_T_1_1_0_c1_v2_02b14073b58f	GSE178341	Colorectal cancer	epithelial_solid_default	1301	777	422	success	777	success	777	1301	0	0
GSE178341|GSE178341__C122_T_1_1_1_c1_v2	GSE178341_GSE178341__C122_T_1_1_1_c1_v2_54e469c15169	GSE178341	Colorectal cancer	epithelial_solid_default	429	243	153	success	243	success	243	429	0	0
GSE178341|GSE178341__C123_N_1_1_0_c1_v2	GSE178341_GSE178341__C123_N_1_1_0_c1_v2_67bf9bf62a0c	GSE178341	Colorectal cancer	epithelial_solid_default	920	271	530	success	271	success	271	920	0	0
GSE178341|GSE178341__C123_N_1_1_1_c1_v2	GSE178341_GSE178341__C123_N_1_1_1_c1_v2_269e55b9b93e	GSE178341	Colorectal cancer	epithelial_solid_default	1658	85	1402	success	85	skipped_insufficient_cells	0	1658	0	0
GSE178341|GSE178341__C123_T_1_1_0_c1_v2	GSE178341_GSE178341__C123_T_1_1_0_c1_v2_0a26732e7231	GSE178341	Colorectal cancer	epithelial_solid_default	3391	1297	1862	success	1297	success	1297	3391	0	0
GSE178341|GSE178341__C123_T_1_1_1_c1_v2	GSE178341_GSE178341__C123_T_1_1_1_c1_v2_43f01b9e2ddb	GSE178341	Colorectal cancer	epithelial_solid_default	2216	545	1436	success	545	success	545	2216	0	0
GSE178341|GSE178341__C124_N_0_3_0_c1_v2	GSE178341_GSE178341__C124_N_0_3_0_c1_v2_0f3c13182f2e	GSE178341	Colorectal cancer	epithelial_solid_default	3167	2654	277	success	2654	success	2654	3167	0	0
GSE178341|GSE178341__C124_N_0_3_1_c1_v2	GSE178341_GSE178341__C124_N_0_3_1_c1_v2_184a8c307fd8	GSE178341	Colorectal cancer	epithelial_solid_default	3483	2247	1012	success	2247	success	2247	3483	0	0
GSE178341|GSE178341__C124_T_0_3_0_c1_v2	GSE178341_GSE178341__C124_T_0_3_0_c1_v2_d8d3b5918ef5	GSE178341	Colorectal cancer	epithelial_solid_default	1863	164	1361	success	164	skipped_insufficient_cells	0	1863	0	0
GSE178341|GSE178341__C124_T_0_3_1_c1_v2	GSE178341_GSE178341__C124_T_0_3_1_c1_v2_529321a1a767	GSE178341	Colorectal cancer	epithelial_solid_default	2262	16	1790	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2262	0	0
GSE178341|GSE178341__C125_N_1_1_0_c1_v2	GSE178341_GSE178341__C125_N_1_1_0_c1_v2_85b66ff0ea9d	GSE178341	Colorectal cancer	epithelial_solid_default	1258	576	469	success	576	success	576	1258	0	0
GSE178341|GSE178341__C125_N_1_1_1_c1_v2	GSE178341_GSE178341__C125_N_1_1_1_c1_v2_8cdeba81ae1a	GSE178341	Colorectal cancer	epithelial_solid_default	1451	351	837	success	351	success	351	1451	0	0
GSE178341|GSE178341__C125_T_1_1_0_c1_v2	GSE178341_GSE178341__C125_T_1_1_0_c1_v2_079102cc7594	GSE178341	Colorectal cancer	epithelial_solid_default	1221	664	440	success	664	success	664	1221	0	0
GSE178341|GSE178341__C125_T_1_1_1_c1_v2	GSE178341_GSE178341__C125_T_1_1_1_c1_v2_6437c0a5699f	GSE178341	Colorectal cancer	epithelial_solid_default	1387	176	1006	success	176	skipped_insufficient_cells	0	1387	0	0
GSE178341|GSE178341__C125_T_1_1_1_c2_v2	GSE178341_GSE178341__C125_T_1_1_1_c2_v2_8ed102e890b0	GSE178341	Colorectal cancer	epithelial_solid_default	1328	175	984	success	175	skipped_insufficient_cells	0	1328	0	0
GSE178341|GSE178341__C126_N_1_1_0_c1_v2	GSE178341_GSE178341__C126_N_1_1_0_c1_v2_92debb9c847d	GSE178341	Colorectal cancer	epithelial_solid_default	1326	601	548	success	601	success	601	1326	0	0
GSE178341|GSE178341__C126_N_1_1_1_c1_v2	GSE178341_GSE178341__C126_N_1_1_1_c1_v2_40140e0c89c5	GSE178341	Colorectal cancer	epithelial_solid_default	2384	59	2166	success	59	skipped_insufficient_cells	0	2384	0	0
GSE178341|GSE178341__C126_N_1_1_1_c2_v2	GSE178341_GSE178341__C126_N_1_1_1_c2_v2_daeaedd03ca2	GSE178341	Colorectal cancer	epithelial_solid_default	2303	45	2105	success	45	skipped_insufficient_cells	0	2303	0	0
GSE178341|GSE178341__C126_T_1_1_0_c1_v2	GSE178341_GSE178341__C126_T_1_1_0_c1_v2_3c429ee65ad3	GSE178341	Colorectal cancer	epithelial_solid_default	830	328	374	success	328	success	328	830	0	0
GSE178341|GSE178341__C126_T_1_1_1_c1_v2	GSE178341_GSE178341__C126_T_1_1_1_c1_v2_d00c5d16dd85	GSE178341	Colorectal cancer	epithelial_solid_default	492	81	319	success	81	skipped_insufficient_cells	0	492	0	0
GSE178341|GSE178341__C126_T_1_1_1_c2_v2	GSE178341_GSE178341__C126_T_1_1_1_c2_v2_43581a006455	GSE178341	Colorectal cancer	epithelial_solid_default	495	76	341	success	76	skipped_insufficient_cells	0	495	0	0
GSE178341|GSE178341__C129_N_1_1_0_c1_v2	GSE178341_GSE178341__C129_N_1_1_0_c1_v2_3802cd28b45f	GSE178341	Colorectal cancer	epithelial_solid_default	780	54	687	success	54	skipped_insufficient_cells	0	780	0	0
GSE178341|GSE178341__C129_N_1_1_1_c1_v2	GSE178341_GSE178341__C129_N_1_1_1_c1_v2_fddd28ef68fc	GSE178341	Colorectal cancer	epithelial_solid_default	2495	2	2400	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2495	0	0
GSE178341|GSE178341__C129_T_1_1_0_c1_v2	GSE178341_GSE178341__C129_T_1_1_0_c1_v2_8ffd3fb72a8b	GSE178341	Colorectal cancer	epithelial_solid_default	1714	696	864	success	696	success	696	1714	0	0
GSE178341|GSE178341__C129_T_1_1_1_c1_v2	GSE178341_GSE178341__C129_T_1_1_1_c1_v2_8c001ab4df2f	GSE178341	Colorectal cancer	epithelial_solid_default	1709	563	948	success	563	success	563	1709	0	0
GSE178341|GSE178341__C130_N_1_1_0_c1_v2	GSE178341_GSE178341__C130_N_1_1_0_c1_v2_936c3cf24091	GSE178341	Colorectal cancer	epithelial_solid_default	1221	561	523	success	561	success	561	1221	0	0
GSE178341|GSE178341__C130_N_1_1_1_c1_v2	GSE178341_GSE178341__C130_N_1_1_1_c1_v2_4fe914038af2	GSE178341	Colorectal cancer	epithelial_solid_default	921	54	760	success	54	skipped_insufficient_cells	0	921	0	0
GSE178341|GSE178341__C130_TA_1_1_0_c1_v2	GSE178341_GSE178341__C130_TA_1_1_0_c1_v2_60168847c025	GSE178341	Colorectal cancer	epithelial_solid_default	1001	516	430	success	516	success	516	1001	0	0
GSE178341|GSE178341__C130_TA_1_1_1_c1_v2	GSE178341_GSE178341__C130_TA_1_1_1_c1_v2_fc33cbb9e3ff	GSE178341	Colorectal cancer	epithelial_solid_default	811	187	530	success	187	skipped_insufficient_cells	0	811	0	0
GSE178341|GSE178341__C130_TB_1_1_0_c1_v2	GSE178341_GSE178341__C130_TB_1_1_0_c1_v2_464783f36f2d	GSE178341	Colorectal cancer	epithelial_solid_default	1433	517	841	success	517	success	517	1433	0	0
GSE178341|GSE178341__C130_TB_1_1_1_c1_v2	GSE178341_GSE178341__C130_TB_1_1_1_c1_v2_7498dc7bdd30	GSE178341	Colorectal cancer	epithelial_solid_default	1302	378	831	success	378	success	378	1302	0	0
GSE178341|GSE178341__C132_N_1_1_0_c1_v2	GSE178341_GSE178341__C132_N_1_1_0_c1_v2_150fe37d23d9	GSE178341	Colorectal cancer	epithelial_solid_default	990	211	758	success	211	success	211	990	0	0
GSE178341|GSE178341__C132_T_1_1_0_c1_v2	GSE178341_GSE178341__C132_T_1_1_0_c1_v2_2fd7936818a8	GSE178341	Colorectal cancer	epithelial_solid_default	2308	163	2089	success	163	skipped_insufficient_cells	0	2308	0	0
GSE178341|GSE178341__C132_T_1_1_1_c1_v2	GSE178341_GSE178341__C132_T_1_1_1_c1_v2_981516cefea5	GSE178341	Colorectal cancer	epithelial_solid_default	1377	71	1226	success	71	skipped_insufficient_cells	0	1377	0	0
GSE178341|GSE178341__C133_N_0_0_0_c1_v2	GSE178341_GSE178341__C133_N_0_0_0_c1_v2_facdefc84ab0	GSE178341	Colorectal cancer	epithelial_solid_default	324	173	117	success	173	skipped_insufficient_cells	0	324	0	0
GSE178341|GSE178341__C133_T_0_0_0_c1_v2	GSE178341_GSE178341__C133_T_0_0_0_c1_v2_0563d1b1681c	GSE178341	Colorectal cancer	epithelial_solid_default	1074	204	773	success	204	success	204	1074	0	0
GSE178341|GSE178341__C133_T_0_0_0_c2_v2	GSE178341_GSE178341__C133_T_0_0_0_c2_v2_372880909e93	GSE178341	Colorectal cancer	epithelial_solid_default	1052	219	751	success	219	success	219	1052	0	0
GSE178341|GSE178341__C134_N_0_3_0_c1_v2	GSE178341_GSE178341__C134_N_0_3_0_c1_v2_5df7b97b382c	GSE178341	Colorectal cancer	epithelial_solid_default	914	59	690	success	59	skipped_insufficient_cells	0	914	0	0
GSE178341|GSE178341__C134_N_0_3_1_c1_v2	GSE178341_GSE178341__C134_N_0_3_1_c1_v2_1bb2597b5e70	GSE178341	Colorectal cancer	epithelial_solid_default	1963	57	1738	success	57	skipped_insufficient_cells	0	1963	0	0
GSE178341|GSE178341__C134_T_0_3_0_c1_v2	GSE178341_GSE178341__C134_T_0_3_0_c1_v2_e40bc99b9299	GSE178341	Colorectal cancer	epithelial_solid_default	516	314	185	success	314	success	314	516	0	0
GSE178341|GSE178341__C134_T_0_3_0_c2_v2	GSE178341_GSE178341__C134_T_0_3_0_c2_v2_35523e50a0d7	GSE178341	Colorectal cancer	epithelial_solid_default	574	352	203	success	352	success	352	574	0	0
GSE178341|GSE178341__C134_T_0_3_1_c1_v2	GSE178341_GSE178341__C134_T_0_3_1_c1_v2_a21c180c214b	GSE178341	Colorectal cancer	epithelial_solid_default	262	6	230	skipped_insufficient_cells	0	skipped_insufficient_cells	0	262	0	0
GSE178341|GSE178341__C134_T_0_3_1_c2_v2	GSE178341_GSE178341__C134_T_0_3_1_c2_v2_b80efe2f87d6	GSE178341	Colorectal cancer	epithelial_solid_default	258	8	222	skipped_insufficient_cells	0	skipped_insufficient_cells	0	258	0	0
GSE178341|GSE178341__C135_N_1_1_0_c1_v2	GSE178341_GSE178341__C135_N_1_1_0_c1_v2_91acb20b8b40	GSE178341	Colorectal cancer	epithelial_solid_default	478	251	181	success	251	success	251	478	0	0
GSE178341|GSE178341__C135_T_1_1_0_c1_v2	GSE178341_GSE178341__C135_T_1_1_0_c1_v2_97e33a62d48b	GSE178341	Colorectal cancer	epithelial_solid_default	1063	111	870	success	111	skipped_insufficient_cells	0	1063	0	0
GSE178341|GSE178341__C135_T_1_1_1_c1_v2	GSE178341_GSE178341__C135_T_1_1_1_c1_v2_976762542084	GSE178341	Colorectal cancer	epithelial_solid_default	829	45	667	success	45	skipped_insufficient_cells	0	829	0	0
GSE178341|GSE178341__C135_T_1_1_1_c2_v2	GSE178341_GSE178341__C135_T_1_1_1_c2_v2_2d5fc5cc85d5	GSE178341	Colorectal cancer	epithelial_solid_default	782	28	624	skipped_insufficient_cells	0	skipped_insufficient_cells	0	782	0	0
GSE178341|GSE178341__C136_N_1_1_0_c1_v2	GSE178341_GSE178341__C136_N_1_1_0_c1_v2_b3908865481d	GSE178341	Colorectal cancer	epithelial_solid_default	760	526	146	success	526	success	526	760	0	0
GSE178341|GSE178341__C136_N_1_1_1_c1_v2	GSE178341_GSE178341__C136_N_1_1_1_c1_v2_de2adf886c76	GSE178341	Colorectal cancer	epithelial_solid_default	780	324	368	success	324	success	324	780	0	0
GSE178341|GSE178341__C136_T_1_1_0_c1_v2	GSE178341_GSE178341__C136_T_1_1_0_c1_v2_13a370c3cbc0	GSE178341	Colorectal cancer	epithelial_solid_default	1127	585	502	success	585	success	585	1127	0	0
GSE178341|GSE178341__C136_T_1_1_1_c1_v2	GSE178341_GSE178341__C136_T_1_1_1_c1_v2_bc613bc79ee4	GSE178341	Colorectal cancer	epithelial_solid_default	679	224	419	success	224	success	224	679	0	0
GSE178341|GSE178341__C136_T_1_1_1_c2_v2	GSE178341_GSE178341__C136_T_1_1_1_c2_v2_de97e75b1ae9	GSE178341	Colorectal cancer	epithelial_solid_default	618	169	414	success	169	skipped_insufficient_cells	0	618	0	0
GSE178341|GSE178341__C137_N_1_1_0_c1_v2	GSE178341_GSE178341__C137_N_1_1_0_c1_v2_1511004942d4	GSE178341	Colorectal cancer	epithelial_solid_default	670	37	527	success	37	skipped_insufficient_cells	0	670	0	0
GSE178341|GSE178341__C137_N_1_1_1_c1_v2	GSE178341_GSE178341__C137_N_1_1_1_c1_v2_fac19fa8d2e3	GSE178341	Colorectal cancer	epithelial_solid_default	853	17	772	skipped_insufficient_cells	0	skipped_insufficient_cells	0	853	0	0
GSE178341|GSE178341__C137_T_1_1_0_c1_v2	GSE178341_GSE178341__C137_T_1_1_0_c1_v2_0c3763e0967f	GSE178341	Colorectal cancer	epithelial_solid_default	742	313	371	success	313	success	313	742	0	0
GSE178341|GSE178341__C137_T_1_1_1_c1_v2	GSE178341_GSE178341__C137_T_1_1_1_c1_v2_67165b086418	GSE178341	Colorectal cancer	epithelial_solid_default	410	9	343	skipped_insufficient_cells	0	skipped_insufficient_cells	0	410	0	0
GSE178341|GSE178341__C137_T_1_1_1_c2_v2	GSE178341_GSE178341__C137_T_1_1_1_c2_v2_ca2df330bc8b	GSE178341	Colorectal cancer	epithelial_solid_default	535	12	455	skipped_insufficient_cells	0	skipped_insufficient_cells	0	535	0	0
GSE178341|GSE178341__C138_N_0_0_0_c1_v2	GSE178341_GSE178341__C138_N_0_0_0_c1_v2_517068777b7d	GSE178341	Colorectal cancer	epithelial_solid_default	336	60	241	success	60	skipped_insufficient_cells	0	336	0	0
GSE178341|GSE178341__C138_N_0_0_1_c1_v2	GSE178341_GSE178341__C138_N_0_0_1_c1_v2_b925f7594fc9	GSE178341	Colorectal cancer	epithelial_solid_default	619	10	552	skipped_insufficient_cells	0	skipped_insufficient_cells	0	619	0	0
GSE178341|GSE178341__C138_T_0_0_0_c1_v2	GSE178341_GSE178341__C138_T_0_0_0_c1_v2_458d80c3b91b	GSE178341	Colorectal cancer	epithelial_solid_default	673	109	495	success	109	skipped_insufficient_cells	0	673	0	0
GSE178341|GSE178341__C138_T_0_0_0_c2_v2	GSE178341_GSE178341__C138_T_0_0_0_c2_v2_847a704ef87f	GSE178341	Colorectal cancer	epithelial_solid_default	18	4	14	skipped_insufficient_cells	0	skipped_insufficient_cells	0	18	0	0
GSE178341|GSE178341__C138_T_0_0_1_c1_v2	GSE178341_GSE178341__C138_T_0_0_1_c1_v2_65b0306ee796	GSE178341	Colorectal cancer	epithelial_solid_default	322	4	286	skipped_insufficient_cells	0	skipped_insufficient_cells	0	322	0	0
GSE178341|GSE178341__C138_T_0_0_1_c2_v2	GSE178341_GSE178341__C138_T_0_0_1_c2_v2_5e2c0063d65b	GSE178341	Colorectal cancer	epithelial_solid_default	275	2	245	skipped_insufficient_cells	0	skipped_insufficient_cells	0	275	0	0
GSE178341|GSE178341__C139_N_1_1_0_c1_v2	GSE178341_GSE178341__C139_N_1_1_0_c1_v2_062b5ad609ef	GSE178341	Colorectal cancer	epithelial_solid_default	635	254	251	success	254	success	254	635	0	0
GSE178341|GSE178341__C139_N_1_1_1_c1_v2	GSE178341_GSE178341__C139_N_1_1_1_c1_v2_3dbefed55d0d	GSE178341	Colorectal cancer	epithelial_solid_default	1108	18	857	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1108	0	0
GSE178341|GSE178341__C139_T_1_1_0_c1_v2	GSE178341_GSE178341__C139_T_1_1_0_c1_v2_93811895e0f3	GSE178341	Colorectal cancer	epithelial_solid_default	1637	826	659	success	826	success	826	1637	0	0
GSE178341|GSE178341__C139_T_1_1_0_c2_v2	GSE178341_GSE178341__C139_T_1_1_0_c2_v2_ebce310d1b35	GSE178341	Colorectal cancer	epithelial_solid_default	1417	808	480	success	808	success	808	1417	0	0
GSE178341|GSE178341__C139_T_1_1_1_c1_v2	GSE178341_GSE178341__C139_T_1_1_1_c1_v2_3e3df858f5aa	GSE178341	Colorectal cancer	epithelial_solid_default	731	90	536	success	90	skipped_insufficient_cells	0	731	0	0
GSE178341|GSE178341__C140_N_1_1_0_c1_v2	GSE178341_GSE178341__C140_N_1_1_0_c1_v2_47ce08e2817c	GSE178341	Colorectal cancer	epithelial_solid_default	592	179	329	success	179	skipped_insufficient_cells	0	592	0	0
GSE178341|GSE178341__C140_T_1_1_0_c1_v2	GSE178341_GSE178341__C140_T_1_1_0_c1_v2_a8e7c0435767	GSE178341	Colorectal cancer	epithelial_solid_default	1823	1025	597	success	1025	success	1025	1823	0	0
GSE178341|GSE178341__C140_T_1_1_1_c1_v2	GSE178341_GSE178341__C140_T_1_1_1_c1_v2_0546231e5ca8	GSE178341	Colorectal cancer	epithelial_solid_default	728	213	421	success	213	success	213	728	0	0
GSE178341|GSE178341__C140_T_1_1_1_c2_v2	GSE178341_GSE178341__C140_T_1_1_1_c2_v2_3e1b89f96eeb	GSE178341	Colorectal cancer	epithelial_solid_default	650	171	401	success	171	skipped_insufficient_cells	0	650	0	0
