sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE178341|GSE178341__C109_T_0_1_1_c1_v2	GSE178341_GSE178341__C109_T_0_1_1_c1_v2_8ebbfa8be3bd	GSE178341	Colorectal cancer	epithelial_solid_default	351	106	208	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C110_N_1_1_0_c1_v2	GSE178341_GSE178341__C110_N_1_1_0_c1_v2_28e5cf50e2bc	GSE178341	Colorectal cancer	epithelial_solid_default	1484	17	1351	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C111_N_0_2_0_c1_v2	GSE178341_GSE178341__C111_N_0_2_0_c1_v2_b075b3d92cc3	GSE178341	Colorectal cancer	epithelial_solid_default	554	21	419	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C111_N_0_2_1_c1_v2	GSE178341_GSE178341__C111_N_0_2_1_c1_v2_9c686156cfa8	GSE178341	Colorectal cancer	epithelial_solid_default	888	16	620	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C111_T_0_2_0_c1_v2	GSE178341_GSE178341__C111_T_0_2_0_c1_v2_83728c80e432	GSE178341	Colorectal cancer	epithelial_solid_default	746	159	388	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C111_T_0_2_0_c2_v2	GSE178341_GSE178341__C111_T_0_2_0_c2_v2_05685417b934	GSE178341	Colorectal cancer	epithelial_solid_default	144	42	84	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C111_T_0_2_1_c1_v2	GSE178341_GSE178341__C111_T_0_2_1_c1_v2_96d6d20c807c	GSE178341	Colorectal cancer	epithelial_solid_default	430	39	267	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C112_N_0_1_2_c1_v2	GSE178341_GSE178341__C112_N_0_1_2_c1_v2_179c6872fb1c	GSE178341	Colorectal cancer	epithelial_solid_default	1150	66	809	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C112_T_0_1_1_c1_v2	GSE178341_GSE178341__C112_T_0_1_1_c1_v2_00eb5859b2c6	GSE178341	Colorectal cancer	epithelial_solid_default	1044	98	776	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C113_N_1_1_0_c1_v2	GSE178341_GSE178341__C113_N_1_1_0_c1_v2_61f81c0545c9	GSE178341	Colorectal cancer	epithelial_solid_default	230	62	123	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C114_N_1_1_2_c1_v2	GSE178341_GSE178341__C114_N_1_1_2_c1_v2_dbe75fa1291b	GSE178341	Colorectal cancer	epithelial_solid_default	993	59	830	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C115_N_1_1_2_c1_v2	GSE178341_GSE178341__C115_N_1_1_2_c1_v2_f9795f46f125	GSE178341	Colorectal cancer	epithelial_solid_default	405	24	317	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C115_T_1_1_1_c1_v2	GSE178341_GSE178341__C115_T_1_1_1_c1_v2_13ed8dcb560a	GSE178341	Colorectal cancer	epithelial_solid_default	46	1	39	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C115_T_1_1_2_c1_v2	GSE178341_GSE178341__C115_T_1_1_2_c1_v2_4c8832c4be9d	GSE178341	Colorectal cancer	epithelial_solid_default	502	196	231	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C116_T_0_2_0_c1_v2	GSE178341_GSE178341__C116_T_0_2_0_c1_v2_55b85a58985d	GSE178341	Colorectal cancer	epithelial_solid_default	521	22	484	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C116_T_0_2_1_c1_v2	GSE178341_GSE178341__C116_T_0_2_1_c1_v2_63c5be2241cd	GSE178341	Colorectal cancer	epithelial_solid_default	610	95	470	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C116_T_0_2_2_c1_v2	GSE178341_GSE178341__C116_T_0_2_2_c1_v2_42cc1f48ea76	GSE178341	Colorectal cancer	epithelial_solid_default	612	126	454	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C118_T_1_1_1_c1_v2	GSE178341_GSE178341__C118_T_1_1_1_c1_v2_397f17d423d4	GSE178341	Colorectal cancer	epithelial_solid_default	892	157	655	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C119_N_0_2_0_c1_v2	GSE178341_GSE178341__C119_N_0_2_0_c1_v2_91c75a2348f8	GSE178341	Colorectal cancer	epithelial_solid_default	26	7	16	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C123_N_1_1_1_c1_v2	GSE178341_GSE178341__C123_N_1_1_1_c1_v2_269e55b9b93e	GSE178341	Colorectal cancer	epithelial_solid_default	1658	85	1402	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C124_T_0_3_0_c1_v2	GSE178341_GSE178341__C124_T_0_3_0_c1_v2_d8d3b5918ef5	GSE178341	Colorectal cancer	epithelial_solid_default	1863	164	1361	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C124_T_0_3_1_c1_v2	GSE178341_GSE178341__C124_T_0_3_1_c1_v2_529321a1a767	GSE178341	Colorectal cancer	epithelial_solid_default	2262	16	1790	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C125_T_1_1_1_c1_v2	GSE178341_GSE178341__C125_T_1_1_1_c1_v2_6437c0a5699f	GSE178341	Colorectal cancer	epithelial_solid_default	1387	176	1006	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C125_T_1_1_1_c2_v2	GSE178341_GSE178341__C125_T_1_1_1_c2_v2_8ed102e890b0	GSE178341	Colorectal cancer	epithelial_solid_default	1328	175	984	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C126_N_1_1_1_c1_v2	GSE178341_GSE178341__C126_N_1_1_1_c1_v2_40140e0c89c5	GSE178341	Colorectal cancer	epithelial_solid_default	2384	59	2166	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C126_N_1_1_1_c2_v2	GSE178341_GSE178341__C126_N_1_1_1_c2_v2_daeaedd03ca2	GSE178341	Colorectal cancer	epithelial_solid_default	2303	45	2105	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C126_T_1_1_1_c1_v2	GSE178341_GSE178341__C126_T_1_1_1_c1_v2_d00c5d16dd85	GSE178341	Colorectal cancer	epithelial_solid_default	492	81	319	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C126_T_1_1_1_c2_v2	GSE178341_GSE178341__C126_T_1_1_1_c2_v2_43581a006455	GSE178341	Colorectal cancer	epithelial_solid_default	495	76	341	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C129_N_1_1_0_c1_v2	GSE178341_GSE178341__C129_N_1_1_0_c1_v2_3802cd28b45f	GSE178341	Colorectal cancer	epithelial_solid_default	780	54	687	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C129_N_1_1_1_c1_v2	GSE178341_GSE178341__C129_N_1_1_1_c1_v2_fddd28ef68fc	GSE178341	Colorectal cancer	epithelial_solid_default	2495	2	2400	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C130_N_1_1_1_c1_v2	GSE178341_GSE178341__C130_N_1_1_1_c1_v2_4fe914038af2	GSE178341	Colorectal cancer	epithelial_solid_default	921	54	760	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C130_TA_1_1_1_c1_v2	GSE178341_GSE178341__C130_TA_1_1_1_c1_v2_fc33cbb9e3ff	GSE178341	Colorectal cancer	epithelial_solid_default	811	187	530	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C132_T_1_1_0_c1_v2	GSE178341_GSE178341__C132_T_1_1_0_c1_v2_2fd7936818a8	GSE178341	Colorectal cancer	epithelial_solid_default	2308	163	2089	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C132_T_1_1_1_c1_v2	GSE178341_GSE178341__C132_T_1_1_1_c1_v2_981516cefea5	GSE178341	Colorectal cancer	epithelial_solid_default	1377	71	1226	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C133_N_0_0_0_c1_v2	GSE178341_GSE178341__C133_N_0_0_0_c1_v2_facdefc84ab0	GSE178341	Colorectal cancer	epithelial_solid_default	324	173	117	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C134_N_0_3_0_c1_v2	GSE178341_GSE178341__C134_N_0_3_0_c1_v2_5df7b97b382c	GSE178341	Colorectal cancer	epithelial_solid_default	914	59	690	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C134_N_0_3_1_c1_v2	GSE178341_GSE178341__C134_N_0_3_1_c1_v2_1bb2597b5e70	GSE178341	Colorectal cancer	epithelial_solid_default	1963	57	1738	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C134_T_0_3_1_c1_v2	GSE178341_GSE178341__C134_T_0_3_1_c1_v2_a21c180c214b	GSE178341	Colorectal cancer	epithelial_solid_default	262	6	230	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C134_T_0_3_1_c2_v2	GSE178341_GSE178341__C134_T_0_3_1_c2_v2_b80efe2f87d6	GSE178341	Colorectal cancer	epithelial_solid_default	258	8	222	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C135_T_1_1_0_c1_v2	GSE178341_GSE178341__C135_T_1_1_0_c1_v2_97e33a62d48b	GSE178341	Colorectal cancer	epithelial_solid_default	1063	111	870	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C135_T_1_1_1_c1_v2	GSE178341_GSE178341__C135_T_1_1_1_c1_v2_976762542084	GSE178341	Colorectal cancer	epithelial_solid_default	829	45	667	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C135_T_1_1_1_c2_v2	GSE178341_GSE178341__C135_T_1_1_1_c2_v2_2d5fc5cc85d5	GSE178341	Colorectal cancer	epithelial_solid_default	782	28	624	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C136_T_1_1_1_c2_v2	GSE178341_GSE178341__C136_T_1_1_1_c2_v2_de97e75b1ae9	GSE178341	Colorectal cancer	epithelial_solid_default	618	169	414	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C137_N_1_1_0_c1_v2	GSE178341_GSE178341__C137_N_1_1_0_c1_v2_1511004942d4	GSE178341	Colorectal cancer	epithelial_solid_default	670	37	527	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C137_N_1_1_1_c1_v2	GSE178341_GSE178341__C137_N_1_1_1_c1_v2_fac19fa8d2e3	GSE178341	Colorectal cancer	epithelial_solid_default	853	17	772	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C137_T_1_1_1_c1_v2	GSE178341_GSE178341__C137_T_1_1_1_c1_v2_67165b086418	GSE178341	Colorectal cancer	epithelial_solid_default	410	9	343	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C137_T_1_1_1_c2_v2	GSE178341_GSE178341__C137_T_1_1_1_c2_v2_ca2df330bc8b	GSE178341	Colorectal cancer	epithelial_solid_default	535	12	455	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_N_0_0_0_c1_v2	GSE178341_GSE178341__C138_N_0_0_0_c1_v2_517068777b7d	GSE178341	Colorectal cancer	epithelial_solid_default	336	60	241	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_N_0_0_1_c1_v2	GSE178341_GSE178341__C138_N_0_0_1_c1_v2_b925f7594fc9	GSE178341	Colorectal cancer	epithelial_solid_default	619	10	552	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_T_0_0_0_c1_v2	GSE178341_GSE178341__C138_T_0_0_0_c1_v2_458d80c3b91b	GSE178341	Colorectal cancer	epithelial_solid_default	673	109	495	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_T_0_0_0_c2_v2	GSE178341_GSE178341__C138_T_0_0_0_c2_v2_847a704ef87f	GSE178341	Colorectal cancer	epithelial_solid_default	18	4	14	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_T_0_0_1_c1_v2	GSE178341_GSE178341__C138_T_0_0_1_c1_v2_65b0306ee796	GSE178341	Colorectal cancer	epithelial_solid_default	322	4	286	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C138_T_0_0_1_c2_v2	GSE178341_GSE178341__C138_T_0_0_1_c2_v2_5e2c0063d65b	GSE178341	Colorectal cancer	epithelial_solid_default	275	2	245	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C139_N_1_1_1_c1_v2	GSE178341_GSE178341__C139_N_1_1_1_c1_v2_3dbefed55d0d	GSE178341	Colorectal cancer	epithelial_solid_default	1108	18	857	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C139_T_1_1_1_c1_v2	GSE178341_GSE178341__C139_T_1_1_1_c1_v2_3e3df858f5aa	GSE178341	Colorectal cancer	epithelial_solid_default	731	90	536	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C140_N_1_1_0_c1_v2	GSE178341_GSE178341__C140_N_1_1_0_c1_v2_47ce08e2817c	GSE178341	Colorectal cancer	epithelial_solid_default	592	179	329	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C140_T_1_1_1_c2_v2	GSE178341_GSE178341__C140_T_1_1_1_c2_v2_3e1b89f96eeb	GSE178341	Colorectal cancer	epithelial_solid_default	650	171	401	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C142_T_1_1_0_c1_v2	GSE178341_GSE178341__C142_T_1_1_0_c1_v2_37a1e99de773	GSE178341	Colorectal cancer	epithelial_solid_default	943	174	689	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C142_T_1_1_1_c1_v2	GSE178341_GSE178341__C142_T_1_1_1_c1_v2_944ecffe33df	GSE178341	Colorectal cancer	epithelial_solid_default	521	128	350	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C143_T_1_1_1_c1_v2	GSE178341_GSE178341__C143_T_1_1_1_c1_v2_c41a89962ca2	GSE178341	Colorectal cancer	epithelial_solid_default	531	89	340	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C144_T_1_1_0_c1_v2	GSE178341_GSE178341__C144_T_1_1_0_c1_v2_3044a04f5ccf	GSE178341	Colorectal cancer	epithelial_solid_default	1330	109	1173	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C144_T_1_1_1_c1_v2	GSE178341_GSE178341__C144_T_1_1_1_c1_v2_106115b82119	GSE178341	Colorectal cancer	epithelial_solid_default	926	9	882	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C149_T_1_1_0_c1_v2	GSE178341_GSE178341__C149_T_1_1_0_c1_v2_c98b9b4ffa6a	GSE178341	Colorectal cancer	epithelial_solid_default	1114	144	834	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C149_T_1_1_1_c1_v2	GSE178341_GSE178341__C149_T_1_1_1_c1_v2_3be1b524b49d	GSE178341	Colorectal cancer	epithelial_solid_default	845	39	666	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C150_T_1_1_1_c1_v2	GSE178341_GSE178341__C150_T_1_1_1_c1_v2_fa79ad1752a0	GSE178341	Colorectal cancer	epithelial_solid_default	457	158	244	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C153_T_1_1_1_c1_v2	GSE178341_GSE178341__C153_T_1_1_1_c1_v2_8eb3a0fe61bc	GSE178341	Colorectal cancer	epithelial_solid_default	1268	156	967	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C155_N_0_0_0_c1_v3	GSE178341_GSE178341__C155_N_0_0_0_c1_v3_eb770842cc64	GSE178341	Colorectal cancer	epithelial_solid_default	557	97	292	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C156_T_1_1_0_c1_v3	GSE178341_GSE178341__C156_T_1_1_0_c1_v3_beb7020997a2	GSE178341	Colorectal cancer	epithelial_solid_default	1552	122	991	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C156_T_1_1_1_c1_v3	GSE178341_GSE178341__C156_T_1_1_1_c1_v3_7a1c81dce641	GSE178341	Colorectal cancer	epithelial_solid_default	820	8	538	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C157_T_0_0_0_c1_v3	GSE178341_GSE178341__C157_T_0_0_0_c1_v3_46d26ae7d036	GSE178341	Colorectal cancer	epithelial_solid_default	1689	118	852	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C158_T_1_1_1_c1_v3	GSE178341_GSE178341__C158_T_1_1_1_c1_v3_27b5df9fdef2	GSE178341	Colorectal cancer	epithelial_solid_default	749	54	351	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C159_T_1_1_0_c1_v3	GSE178341_GSE178341__C159_T_1_1_0_c1_v3_1d49029e52f5	GSE178341	Colorectal cancer	epithelial_solid_default	626	163	357	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C159_T_1_1_1_c1_v3	GSE178341_GSE178341__C159_T_1_1_1_c1_v3_770e9ff33778	GSE178341	Colorectal cancer	epithelial_solid_default	556	20	414	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C162_N_0_0_0_c1_v3	GSE178341_GSE178341__C162_N_0_0_0_c1_v3_04030fd2493b	GSE178341	Colorectal cancer	epithelial_solid_default	1727	8	1464	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C162_N_0_0_0_c2_v2	GSE178341_GSE178341__C162_N_0_0_0_c2_v2_b22e1e94670c	GSE178341	Colorectal cancer	epithelial_solid_default	1690	14	1449	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C165_N_0_0_0_c1_v3	GSE178341_GSE178341__C165_N_0_0_0_c1_v3_5a2da5d726f9	GSE178341	Colorectal cancer	epithelial_solid_default	822	47	509	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C165_T_0_0_1_c1_v3	GSE178341_GSE178341__C165_T_0_0_1_c1_v3_94f78aa5d267	GSE178341	Colorectal cancer	epithelial_solid_default	816	85	454	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C167_T_1_1_0_c1_v3	GSE178341_GSE178341__C167_T_1_1_0_c1_v3_3e9c9a63aeaa	GSE178341	Colorectal cancer	epithelial_solid_default	856	45	718	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C169_T_1_1_0_c1_v3	GSE178341_GSE178341__C169_T_1_1_0_c1_v3_62f8fc87be6d	GSE178341	Colorectal cancer	epithelial_solid_default	1405	145	996	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C170_N_0_0_0_c1_v3	GSE178341_GSE178341__C170_N_0_0_0_c1_v3_9f5a386ee543	GSE178341	Colorectal cancer	epithelial_solid_default	1668	12	904	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C171_TA_1_1_1_c1_v3	GSE178341_GSE178341__C171_TA_1_1_1_c1_v3_bedcaafd844b	GSE178341	Colorectal cancer	epithelial_solid_default	5181	26	5086	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178341|GSE178341__C172_T_0_0_0_c1_v3	GSE178341_GSE178341__C172_T_0_0_0_c1_v3_87637a655f6d	GSE178341	Colorectal cancer	epithelial_solid_default	1007	159	681	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004182_PT3	GSE163558_GSM5004182_PT3_c50a37f3e052	GSE163558	Gastric cancer	epithelial_solid_default	2532	46	2167	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004183_NT1	GSE163558_GSM5004183_NT1_4b0fd21f404d	GSE163558	Gastric cancer	epithelial_solid_default	2026	69	1744	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004184_LN1	GSE163558_GSM5004184_LN1_d8ab21dc4492	GSE163558	Gastric cancer	epithelial_solid_default	3712	4	3468	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004185_LN2	GSE163558_GSM5004185_LN2_f3ce7e3c59fc	GSE163558	Gastric cancer	epithelial_solid_default	7090	26	6267	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004187_P1	GSE163558_GSM5004187_P1_d6d66e9b95dd	GSE163558	Gastric cancer	epithelial_solid_default	3708	143	2802	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004188_Li1	GSE163558_GSM5004188_Li1_8d025f9e1471	GSE163558	Gastric cancer	epithelial_solid_default	1179	4	881	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE163558|GSM5004189_Li2	GSE163558_GSM5004189_Li2_2fefcafdc7a0	GSE163558	Gastric cancer	epithelial_solid_default	9579	17	7786	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573467_sample2	GSE183904_GSE183904__GSM5573467_sample2_5d4b99692696	GSE183904	Gastric cancer	epithelial_solid_default	1794	122	1476	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573468_sample3	GSE183904_GSE183904__GSM5573468_sample3_3fec41da5626	GSE183904	Gastric cancer	epithelial_solid_default	2073	170	1252	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573471_sample6	GSE183904_GSE183904__GSM5573471_sample6_843214a70d4a	GSE183904	Gastric cancer	epithelial_solid_default	1221	187	814	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573473_sample8	GSE183904_GSE183904__GSM5573473_sample8_87435bf70f1b	GSE183904	Gastric cancer	epithelial_solid_default	4860	163	3635	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573475_sample10	GSE183904_GSE183904__GSM5573475_sample10_df2420637cb1	GSE183904	Gastric cancer	epithelial_solid_default	1528	154	1177	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573476_sample11	GSE183904_GSE183904__GSM5573476_sample11_989703b13b67	GSE183904	Gastric cancer	epithelial_solid_default	693	23	412	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573477_sample12	GSE183904_GSE183904__GSM5573477_sample12_13711b3df76a	GSE183904	Gastric cancer	epithelial_solid_default	437	21	282	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573478_sample13	GSE183904_GSE183904__GSM5573478_sample13_3b8f7614f1d5	GSE183904	Gastric cancer	epithelial_solid_default	1197	114	755	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573481_sample16	GSE183904_GSE183904__GSM5573481_sample16_e7e548cb114d	GSE183904	Gastric cancer	epithelial_solid_default	1054	182	677	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573484_sample19	GSE183904_GSE183904__GSM5573484_sample19_bcdd9dcacc73	GSE183904	Gastric cancer	epithelial_solid_default	962	1	222	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573485_sample20	GSE183904_GSE183904__GSM5573485_sample20_aeddab6d2cb2	GSE183904	Gastric cancer	epithelial_solid_default	3221	30	2485	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
