sample_uid	sample_token	gse_id	cancer_type	candidate_policy	cnv_cluster_v2	cell_count	mean_cnv_burden	reference_threshold	infercnv_positive_fraction	copykat_evaluable_cells	copykat_aneuploid_fraction	cluster_label_v2
GSE161529|GSM4909313_ER-MH0064-T	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f::0	1590	0.008151455782353878	0.027303506992757305	0.03710691823899371	567	0.9400352733686067	malignant
GSE161529|GSM4909313_ER-MH0064-T	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f::1	859	0.01407010667026043	0.027303506992757305	0.14551804423748546	620	0.18064516129032257	uncertain
GSE161529|GSM4909313_ER-MH0064-T	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f::3	132	2.426922401355114e-05	0.027303506992757305	0.0	6	0.6666666666666666	malignant
GSE161529|GSM4909314_ER-MH0064-LN	GSE161529_GSM4909314_ER-MH0064-LN_0dfcda2cba1c	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909314_ER-MH0064-LN_0dfcda2cba1c::0	431	0.01305440254509449	0.014228253830224266	0.35266821345707655	109	0.3486238532110092	uncertain
GSE161529|GSM4909315_ER-MH0167-T	GSE161529_GSM4909315_ER-MH0167-T_b0382945605e	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909315_ER-MH0167-T_b0382945605e::0	3977	0.045268893241882324	0.01144794785417606	0.8554186572793563	3825	0.3749019607843137	malignant
GSE161529|GSM4909315_ER-MH0167-T	GSE161529_GSM4909315_ER-MH0167-T_b0382945605e	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909315_ER-MH0167-T_b0382945605e::1	1464	8.18530281776475e-07	0.01144794785417606	0.0	127	0.0	non_malignant
GSE161529|GSM4909316_ER-MH0167-LN	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281::1	156	0.00816486869007349	0.026561869829892955	0.07692307692307693	92	0.03260869565217391	uncertain
GSE161529|GSM4909316_ER-MH0167-LN	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281::2	117	2.1116647985763848e-05	0.026561869829892955	0.0	4	0.0	non_malignant
GSE161529|GSM4909316_ER-MH0167-LN	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281::0	396	0.0925854966044426	0.026561869829892955	1.0	395	0.979746835443038	malignant
GSE161529|GSM4909317_ER-MH0173-T	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5::0	2129	0.036786723881959915	0.015297686876729132	0.7970878346641616	2098	0.9823641563393708	malignant
GSE161529|GSM4909317_ER-MH0173-T	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5::1	299	0.011206909082829952	0.015297686876729132	0.25752508361204013	262	0.2633587786259542	uncertain
GSE161529|GSM4909317_ER-MH0173-T	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5::2	226	9.726029384182766e-05	0.015297686876729132	0.0	138	0.2028985507246377	uncertain
GSE161529|GSM4909318_ER-MH0173-LN	GSE161529_GSM4909318_ER-MH0173-LN_3d9d159e5a34	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909318_ER-MH0173-LN_3d9d159e5a34::0	737	0.06599849462509155	0.024442979618906967	0.9090909090909091	729	0.9561042524005487	malignant
GSE161529|GSM4909318_ER-MH0173-LN	GSE161529_GSM4909318_ER-MH0173-LN_3d9d159e5a34	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909318_ER-MH0173-LN_3d9d159e5a34::1	126	0.0017600184073671699	0.024442979618906967	0.015873015873015872	75	0.04	uncertain
GSE161529|GSM4909319_mER-PM0178	GSE161529_GSM4909319_mER-PM0178_9e809fa242d9	GSE161529	Breast cancer	epithelial_solid_default	GSE161529_GSM4909319_mER-PM0178_9e809fa242d9::0	6159	0.005244003608822823	0.010615751072764398	0.0923851274557558	0		non_malignant
GSE261774|GSE261774__GSM8151502_BC17083_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151502_BC17083_filtered_feature_bc_matr_af381d5c265c	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151502_BC17083_filtered_feature_bc_matr_af381d5c265c::0	35	0.036817293614149094	0.03145355511456723	0.34285714285714286	0		uncertain
GSE261774|GSE261774__GSM8151503_BC17087_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1::3	167	0.11735838651657104	0.03166955571621656	1.0	167	0.9820359281437125	malignant
GSE261774|GSE261774__GSM8151503_BC17087_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1::0	267	0.01507063489407301	0.03166955571621656	0.11610486891385768	217	0.03225806451612903	uncertain
GSE261774|GSE261774__GSM8151503_BC17087_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1::1	184	0.0025115672033280134	0.03166955571621656	0.0	99	0.0	non_malignant
GSE261774|GSE261774__GSM8151503_BC17087_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1::2	171	0.0056503345258533955	0.03166955571621656	0.05263157894736842	118	0.0	non_malignant
GSE261774|GSE261774__GSM8151504_BC17100_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151504_BC17100_filtered_feature_bc_matr_6407c5518135	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151504_BC17100_filtered_feature_bc_matr_6407c5518135::0	125	0.012558488175272942	0.02813242357224227	0.032	60	0.7833333333333333	malignant
GSE261774|GSE261774__GSM8151504_BC17100_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151504_BC17100_filtered_feature_bc_matr_6407c5518135	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151504_BC17100_filtered_feature_bc_matr_6407c5518135::1	108	0.049126069992780685	0.02813242357224227	0.9907407407407407	107	1.0	malignant
GSE261774|GSE261774__GSM8151507_BC17122_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151507_BC17122_filtered_feature_bc_matr_83c1938f31bf	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151507_BC17122_filtered_feature_bc_matr_83c1938f31bf::0	481	0.026175381615757942	0.022763723991811237	0.5343035343035343	472	0.09745762711864407	uncertain
GSE261774|GSE261774__GSM8151510_BC17146_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a::0	1343	0.026423422619700432	0.010318489866331222	0.7580044676098288	1337	0.28646222887060585	malignant
GSE261774|GSE261774__GSM8151510_BC17146_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a::2	114	2.7656618840410374e-05	0.010318489866331222	0.0	94	0.0	non_malignant
GSE261774|GSE261774__GSM8151510_BC17146_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a::1	131	0.0025005019269883633	0.010318489866331222	0.015267175572519083	124	0.0	non_malignant
GSE261774|GSE261774__GSM8151511_BC17148_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151511_BC17148_filtered_feature_bc_matr_029612231d1d	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151511_BC17148_filtered_feature_bc_matr_029612231d1d::0	174	0.05032065883278847	0.021231083273887633	0.8620689655172413	171	0.9766081871345029	malignant
GSE261774|GSE261774__GSM8151511_BC17148_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151511_BC17148_filtered_feature_bc_matr_029612231d1d	GSE261774	Breast cancer	epithelial_solid_default	GSE261774_GSE261774__GSM8151511_BC17148_filtered_feature_bc_matr_029612231d1d::1	42	0.004472584463655949	0.021231083273887633	0.023809523809523808	18	0.2222222222222222	uncertain
GSE200997|B_cac10	GSE200997_B_cac10_8c7d022ec7a9	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac10_8c7d022ec7a9::0	230	0.008375665172934532	0.02136706531047821	0.004347826086956522	23	0.17391304347826086	uncertain
GSE200997|B_cac11	GSE200997_B_cac11_77c76e56d979	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac11_77c76e56d979::0	150	0.008770229294896126	0.02631088886409998	0.006666666666666667	0		non_malignant
GSE200997|B_cac14	GSE200997_B_cac14_9f1dbacca8a0	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac14_9f1dbacca8a0::0	52	0.01097963098436594	0.029879399761557554	0.038461538461538464	0		non_malignant
GSE200997|B_cac15	GSE200997_B_cac15_2fd5e051a315	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac15_2fd5e051a315::0	223	0.011859227903187275	0.02406719587743282	0.03139013452914798	116	0.25862068965517243	uncertain
GSE200997|B_cac4	GSE200997_B_cac4_2fbce8115862	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac4_2fbce8115862::0	144	0.009841453284025192	0.032468416541814725	0.06944444444444445	0		non_malignant
GSE200997|B_cac6	GSE200997_B_cac6_50afbd0aee93	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac6_50afbd0aee93::0	56	0.011219784617424011	0.030428659189492425	0.05357142857142857	0		non_malignant
GSE200997|B_cac7	GSE200997_B_cac7_fe141dc09f51	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac7_fe141dc09f51::0	310	0.013805484399199486	0.02172556113451719	0.31290322580645163	185	0.9567567567567568	malignant
GSE200997|B_cac7	GSE200997_B_cac7_fe141dc09f51	GSE200997	CRC	epithelial_solid_default	GSE200997_B_cac7_fe141dc09f51::1	244	0.003945885691791773	0.02172556113451719	0.00819672131147541	19	0.3157894736842105	uncertain
GSE200997|T_cac1	GSE200997_T_cac1_821833dfd1c2	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac1_821833dfd1c2::0	718	0.022167161107063293	0.020775329042226075	0.47214484679665736	638	0.45454545454545453	uncertain
GSE200997|T_cac1	GSE200997_T_cac1_821833dfd1c2	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac1_821833dfd1c2::1	144	0.00022642433759756386	0.020775329042226075	0.0	37	0.0	non_malignant
GSE200997|T_cac11	GSE200997_T_cac11_705ddf230f97	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac11_705ddf230f97::0	566	0.01544320210814476	0.03557654470205307	0.0706713780918728	503	0.5944333996023857	malignant
GSE200997|T_cac12	GSE200997_T_cac12_f5a6abf17a6e	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac12_f5a6abf17a6e::0	129	0.019792184233665466	0.025456198975443784	0.2868217054263566	0		uncertain
GSE200997|T_cac14	GSE200997_T_cac14_bca38a895669	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac14_bca38a895669::0	621	0.0125739686191082	0.0348169733583927	0.04186795491143317	159	0.09433962264150944	uncertain
GSE200997|T_cac16	GSE200997_T_cac16_1ad54970a432	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac16_1ad54970a432::0	51	0.020835580304265022	0.044313255697488785	0.1568627450980392	0		non_malignant
GSE200997|T_cac2	GSE200997_T_cac2_bbd5085fabb0	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac2_bbd5085fabb0::2	131	2.998575109813828e-05	0.009688310809433474	0.0	5	0.2	uncertain
GSE200997|T_cac2	GSE200997_T_cac2_bbd5085fabb0	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac2_bbd5085fabb0::0	522	0.019457625225186348	0.009688310809433474	0.6590038314176245	317	0.7034700315457413	malignant
GSE200997|T_cac2	GSE200997_T_cac2_bbd5085fabb0	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac2_bbd5085fabb0::1	369	0.0022163172252476215	0.009688310809433474	0.02168021680216802	90	0.12222222222222222	uncertain
GSE200997|T_cac3	GSE200997_T_cac3_4543460197a7	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac3_4543460197a7::0	373	0.02585223875939846	0.009780759671702981	0.8150134048257373	349	0.9828080229226361	malignant
GSE200997|T_cac3	GSE200997_T_cac3_4543460197a7	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac3_4543460197a7::1	174	0.0012868792982771993	0.009780759671702981	0.017241379310344827	124	0.0	non_malignant
GSE200997|T_cac3	GSE200997_T_cac3_4543460197a7	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac3_4543460197a7::2	65	0.005408287514001131	0.009780759671702981	0.12307692307692308	54	0.1111111111111111	uncertain
GSE200997|T_cac6	GSE200997_T_cac6_56d6cba136ee	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac6_56d6cba136ee::0	32	0.04142957925796509	0.04368247285485267	0.4375	0		uncertain
GSE200997|T_cac7	GSE200997_T_cac7_849e9b5b6118	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac7_849e9b5b6118::1	62	0.029833229258656502	0.0317209682986138	0.43548387096774194	57	0.8596491228070176	malignant
GSE200997|T_cac7	GSE200997_T_cac7_849e9b5b6118	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac7_849e9b5b6118::0	788	0.005157437641173601	0.0317209682986138	0.0	56	0.05357142857142857	uncertain
GSE200997|T_cac8	GSE200997_T_cac8_6d949fc45692	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac8_6d949fc45692::1	84	0.00883212685585022	0.03485411375761025	0.023809523809523808	0		non_malignant
GSE200997|T_cac8	GSE200997_T_cac8_6d949fc45692	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac8_6d949fc45692::0	85	0.03706476464867592	0.03485411375761025	0.4588235294117647	0		uncertain
GSE200997|T_cac9	GSE200997_T_cac9_298e650747bb	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac9_298e650747bb::0	56	0.010029846802353859	0.03912035413086406	0.0	0		non_malignant
GSE200997|T_cac9	GSE200997_T_cac9_298e650747bb	GSE200997	CRC	epithelial_solid_default	GSE200997_T_cac9_298e650747bb::1	43	0.04481498524546623	0.03912035413086406	0.6744186046511628	0		malignant
GSE197461|GSM5917937_SCC_1	GSE197461_GSM5917937_SCC_1_1386c00ed1e1	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917937_SCC_1_1386c00ed1e1::0	147	0.07465530186891556	0.048645062595605824	0.9659863945578231	147	0.891156462585034	malignant
GSE197461|GSM5917937_SCC_1	GSE197461_GSM5917937_SCC_1_1386c00ed1e1	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917937_SCC_1_1386c00ed1e1::1	63	0.01670556142926216	0.048645062595605824	0.0	59	0.0	non_malignant
GSE197461|GSM5917938_SCC_2	GSE197461_GSM5917938_SCC_2_da0edd6ad64b	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917938_SCC_2_da0edd6ad64b::0	69	0.10495655238628387	0.03606392443180085	1.0	0		malignant
GSE197461|GSM5917938_SCC_2	GSE197461_GSM5917938_SCC_2_da0edd6ad64b	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917938_SCC_2_da0edd6ad64b::1	22	0.03518311679363251	0.03606392443180085	0.36363636363636365	0		uncertain
GSE197461|GSM5917939_SCC_3	GSE197461_GSM5917939_SCC_3_2067a59d0500	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917939_SCC_3_2067a59d0500::1	172	0.03541633114218712	0.04363434612751008	0.32558139534883723	172	0.0	uncertain
GSE197461|GSM5917939_SCC_3	GSE197461_GSM5917939_SCC_3_2067a59d0500	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917939_SCC_3_2067a59d0500::0	185	0.008261781185865402	0.04363434612751008	0.0	143	0.0	non_malignant
GSE197461|GSM5917939_SCC_3	GSE197461_GSM5917939_SCC_3_2067a59d0500	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917939_SCC_3_2067a59d0500::2	48	0.07987936586141586	0.04363434612751008	0.9375	48	0.8958333333333334	malignant
GSE197461|GSM5917940_ADC_1	GSE197461_GSM5917940_ADC_1_21c34b995baa	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917940_ADC_1_21c34b995baa::0	958	0.07009320706129074	0.03119459096342313	0.8580375782881002	958	0.7379958246346555	malignant
GSE197461|GSM5917940_ADC_1	GSE197461_GSM5917940_ADC_1_21c34b995baa	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917940_ADC_1_21c34b995baa::2	88	0.0012826385209336877	0.03119459096342313	0.0	67	0.0	non_malignant
GSE197461|GSM5917940_ADC_1	GSE197461_GSM5917940_ADC_1_21c34b995baa	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917940_ADC_1_21c34b995baa::1	201	0.013179918751120567	0.03119459096342313	0.05970149253731343	199	0.04020100502512563	uncertain
GSE197461|GSM5917941_ADC_2	GSE197461_GSM5917941_ADC_2_fd8c0f9d683c	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917941_ADC_2_fd8c0f9d683c::0	242	0.029361732304096222	0.036951228864490974	0.35537190082644626	234	0.36752136752136755	uncertain
GSE197461|GSM5917941_ADC_2	GSE197461_GSM5917941_ADC_2_fd8c0f9d683c	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917941_ADC_2_fd8c0f9d683c::1	55	0.011917208321392536	0.036951228864490974	0.03636363636363636	45	0.022222222222222223	uncertain
GSE197461|GSM5917942_ADC_3	GSE197461_GSM5917942_ADC_3_335066c1d9f9	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917942_ADC_3_335066c1d9f9::2	140	0.0001518875069450587	0.0232425956055522	0.0	109	0.0	non_malignant
GSE197461|GSM5917942_ADC_3	GSE197461_GSM5917942_ADC_3_335066c1d9f9	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917942_ADC_3_335066c1d9f9::0	1179	0.03696775063872337	0.0232425956055522	0.5470737913486005	1171	0.25448334756618274	uncertain
GSE197461|GSM5917942_ADC_3	GSE197461_GSM5917942_ADC_3_335066c1d9f9	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917942_ADC_3_335066c1d9f9::1	178	0.0026432808954268694	0.0232425956055522	0.0056179775280898875	164	0.012195121951219513	uncertain
GSE197461|GSM5917943_ADC_4	GSE197461_GSM5917943_ADC_4_d4b01dd40ec5	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917943_ADC_4_d4b01dd40ec5::1	36	0.015438411384820938	0.05410167053341858	0.0	0		non_malignant
GSE197461|GSM5917943_ADC_4	GSE197461_GSM5917943_ADC_4_d4b01dd40ec5	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917943_ADC_4_d4b01dd40ec5::0	161	0.06727858632802963	0.05410167053341858	0.782608695652174	0		malignant
GSE197461|GSM5917944_ADC_5	GSE197461_GSM5917944_ADC_5_92112c52830d	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917944_ADC_5_92112c52830d::0	153	0.0671856626868248	0.036730738878250103	0.9869281045751634	153	0.8300653594771242	malignant
GSE197461|GSM5917944_ADC_5	GSE197461_GSM5917944_ADC_5_92112c52830d	GSE197461	Cervical SCC/adenocarcinoma	epithelial_solid_default	GSE197461_GSM5917944_ADC_5_92112c52830d::1	112	0.01926177367568016	0.036730738878250103	0.10714285714285714	99	0.0	non_malignant
GSE297041|TWDD_CE326_1	GSE297041_TWDD_CE326_1_60a8db5a901a	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE326_1_60a8db5a901a::0	499	0.016603931784629822	0.028150944523513296	0.05811623246492986	489	0.7157464212678937	malignant
GSE297041|TWDD_CE327_1	GSE297041_TWDD_CE327_1_0839fc735fbd	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE327_1_0839fc735fbd::0	201	0.024667954072356224	0.023426381032913942	0.4925373134328358	144	0.5	malignant
GSE297041|TWDD_CE327_1	GSE297041_TWDD_CE327_1_0839fc735fbd	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE327_1_0839fc735fbd::1	46	0.03408529609441757	0.023426381032913942	1.0	39	0.0	malignant
GSE297041|TWDD_CE330_XBc1_1	GSE297041_TWDD_CE330_XBc1_1_d0810e347e78	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE330_XBc1_1_d0810e347e78::1	44	0.022579455748200417	0.021293890904635182	0.5	43	0.6046511627906976	malignant
GSE297041|TWDD_CE330_XBc1_1	GSE297041_TWDD_CE330_XBc1_1_d0810e347e78	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE330_XBc1_1_d0810e347e78::0	582	0.016027256846427917	0.021293890904635182	0.15979381443298968	548	0.3759124087591241	uncertain
GSE297041|TWDD_CE331E2_XBc1_1	GSE297041_TWDD_CE331E2_XBc1_1_ba4b16c99894	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE331E2_XBc1_1_ba4b16c99894::0	252	0.028292063623666763	0.022048591449856728	0.5753968253968254	205	0.3804878048780488	uncertain
GSE297041|TWDD_CE331_XBc1_1	GSE297041_TWDD_CE331_XBc1_1_c34c84962c6e	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE331_XBc1_1_c34c84962c6e::0	100	0.02932538464665413	0.026315395049750823	0.5	0		uncertain
GSE297041|TWDD_CE332E1_XBc1_1	GSE297041_TWDD_CE332E1_XBc1_1_487e897c7e8c	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE332E1_XBc1_1_487e897c7e8c::0	548	0.01874522492289543	0.023704334441572394	0.2116788321167883	311	0.24115755627009647	uncertain
GSE297041|TWDD_CE332E1_XBc1_1	GSE297041_TWDD_CE332E1_XBc1_1_487e897c7e8c	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE332E1_XBc1_1_487e897c7e8c::1	249	0.03844790533185005	0.023704334441572394	0.9718875502008032	239	0.899581589958159	malignant
GSE297041|TWDD_CE468_XB3_2_HPV	GSE297041_TWDD_CE468_XB3_2_HPV_cae6077124fe	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE468_XB3_2_HPV_cae6077124fe::0	31	0.02382258139550686	0.03218332322314386	0.0967741935483871	0		non_malignant
GSE297041|TWDD_CE470_XB1_1_HPV	GSE297041_TWDD_CE470_XB1_1_HPV_d35919ad7c7f	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE470_XB1_1_HPV_d35919ad7c7f::0	2407	0.017642498016357422	0.018472243696451174	0.42542584129621935	2304	0.6779513888888888	malignant
GSE297041|TWDD_CE470_XB2_1_HPV	GSE297041_TWDD_CE470_XB2_1_HPV_5e2ff52608cc	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE470_XB2_1_HPV_5e2ff52608cc::0	605	0.021928822621703148	0.01160291170701385	0.8975206611570248	570	0.45087719298245615	malignant
GSE297041|TWDD_CE470_XB3_1_HPV	GSE297041_TWDD_CE470_XB3_1_HPV_2eed419d31fd	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE470_XB3_1_HPV_2eed419d31fd::0	3635	0.017964934930205345	0.013683884404599674	0.6679504814305365	3513	0.7210361514375178	malignant
GSE297041|TWDD_CE507_XB1_1_HPV	GSE297041_TWDD_CE507_XB1_1_HPV_a7fde249075b	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE507_XB1_1_HPV_a7fde249075b::0	1491	0.015677807852625847	0.023336406126618362	0.2012072434607646	1454	0.5949105914718019	malignant
GSE297041|TWDD_CE574_XB1_1_HPV	GSE297041_TWDD_CE574_XB1_1_HPV_e1cd1bdd87a0	GSE297041	Cervical cancer	epithelial_solid_default	GSE297041_TWDD_CE574_XB1_1_HPV_e1cd1bdd87a0::0	1704	0.017100224271416664	0.03502252511680127	0.017018779342723004	1690	0.12958579881656804	uncertain
GSE178481|GSE178481__GSM5392401_RCC-PR7-PTumor.csv	GSE178481_GSE178481__GSM5392401_RCC-PR7-PTumor.csv_fc7aace6f883	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	GSE178481_GSE178481__GSM5392401_RCC-PR7-PTumor.csv_fc7aace6f883::0	158	0.013614336028695107	0.023999946713447563	0.06329113924050633	0		non_malignant
GSE178481|GSE178481__GSM5392402_RCC-PR9-Normal.csv	GSE178481_GSE178481__GSM5392402_RCC-PR9-Normal.csv_20479ef5a3fb	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	GSE178481_GSE178481__GSM5392402_RCC-PR9-Normal.csv_20479ef5a3fb::0	34	0.01590420864522457	0.020528870355337868	0.20588235294117646	0		uncertain
GSE178481|GSE178481__GSM5392410_RCC-BM1-Normal.csv	GSE178481_GSE178481__GSM5392410_RCC-BM1-Normal.csv_f6fe81d84efd	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	GSE178481_GSE178481__GSM5392410_RCC-BM1-Normal.csv_f6fe81d84efd::0	279	0.012069395743310452	0.01808334313333034	0.13261648745519714	218	0.2706422018348624	uncertain
